Source_File,Page,Content_Type,Data
Entry Level IT Networking Resume.pdf,21,Text,"Marcus Johnson 3345 State Road Blue Springs, MO 64015 (816)555-8950 Marcus.Johnson@gmail.com Career Objective To obtain a position in computer networking that will utilize my technical, customer service, and communication skills Education DeVry University Kansas City, MO Bachelor of Science in Network and Communications Management, expected June 2008 Associate of Applied Science in Network Systems Administration, October 2006 • GPA 3.9 (4.0 scale) • Dean’s List, National Dean’s List, Chancellor’s List Certifications CompTIA A+ CompTIA Net+ Skills Operating Systems: Windows 98, 2000, XP Pro, Server 2003, Novell Client, NetWare 6.5, UNIX Sun Solaris, Linux (RedHat-Fedora Core2), DOS Hardware: Cisco Catalyst 2900 switches, Cisco 2511 and 3600 series routers Software: MS Office 2002 and 2003, Visio, WordPerfect, and Quattro Pro 10 Languages: Java, Visual Basic, HTML Work Experience IT Technician December 2005 – Present DeVry University Kansas City, MO • Answer faculty, staff, and student inquiries regarding computer software and hardware issues over the phone and in person • Troubleshoot and resolve problems with Windows XP, Microsoft Office, Oracle and GroupWise • Install and upgrade software, PC hardware, and peripheral equipment in offices and classrooms • Provide technical support for DeVry University centers across the Midwest Region by use of network resources and Remote Admin • Accurately document all issues and resolutions in the HelpDesk ticket system Provisioning January 2004 – December 2006 TEKsystems Overland Park, KS • Set up new customers in Sprint’s system for Time Warner Cable digital phone service using DPOM, NIDA, SOE, Will Server and SOA • Assisted clients with existing telephone numbers or cable by sending out local service requests to current providers • Changed or disconnected telephone services for digital phone customers per requests • Verified that customers’ address information is correct for emergency purposes and directory listings 21"
Entry Level IT Networking Resume.pdf,22,Text,"Resume Reminders 1. Appearances count! Pay attention to how your resume looks. Are there spelling errors? Is space utilized efficiently and neatly? As you proofread your resume, do you find yourself “skipping over” certain lines? If so, perhaps they are too wordy. Have 2-3 people proofread your resume to make sure all errors are caught. 2. Size of Font. Use 10-, 11- or 12-point font on your resume. Headings can be printed in larger fonts to draw the reader’s attention, but avoid anything too large as it may look unprofessional. 3. One page! Unless you have over 10 years of relevant experience, your resume should be one page. If you go to 2 pages, put your name and “page 2” at the top of the second page. 4. Truth or consequences. Do NOT put untrue statements on your resume. It can be grounds for termination! 5. State your ACCOMPLISHMENTS not just your job description! Don’t just copy your job duties straight from the job description. Think about all of the things that make you an exceptional employee. Employers need to be able to see your results. 6. Quantify your accomplishments. Use number as indicators of how much you accomplished, whenever possible (example: increased sales by 15%). 7. No excuses. Don't include reasons for leaving on your resume. Save that for applications and interviews. In the same manner, don’t point out your negatives, like a low GPA. 8. Target your resume. Think of your resume as an advertisement, and consider your career goal or objective when writing your resume. Do the accomplishments, skills, etc. somehow reflect your career objective? Use the language of your desired profession. 9. Don’t include personal information. Personal information about your marital status, religious affiliation, hobbies, family, age, or race does NOT belong on your resume. 10. Know your audience. Use the vocabulary of the hiring and/or department manager. What skill sets that you have are they looking to hire? In technical fields, what are the “keywords/skills” that employers are looking for? Show how you would add value. 11. Don’t include your salary history. Save that for the interview process. 12. Do not include the following statement on your resume, “References available upon request”. It is understood that you will provide references if so requested, and you are only wasting valuable space on your resume. 13. Have references listed on a separate sheet and DO NOT include the list with your resume – you will be asked for them, so be prepared to supply the list when asked. Use professional references, such as previous employers/ supervisors, co-workers, and professors/ instructors. 14. Use bold, italics, underlining and capitalization to highlight. With the exception of scannable resumes, use these tricks to capture the reader’s attention to important parts of your resume. However, make certain that the finished result is crisp & professional. 15. Be neat! Don’t fold, crease, or crumple your resume. Your resume should be a demonstration of your very best work. 16. Spell-check your resume over and over. While you’re at it, check your phone number! 17. Highlight your strengths by putting the most impressive sections of your resume FIRST. If you have different sections that are equally impressive, use the most recent towards the top. 18. Do NOT use pronouns. Avoid complete sentences (this is one time when proper sentence structure is not used). Your sentence structure in accomplishment statements should start with an action verb (see p.20) followed by an action statement. Never use “I”. 19. If you have multiple college degrees, begin with the highest degree first. If you have two degrees at the same level (e.g. Bachelor’s degrees), start with the most recent. 20. Don’t include a photograph of yourself when sending your resume. 21. Use specific headings. Instead of “Work History”, try using “Business Experience”. 22. Resume paper required. First impressions count, so choose your resume paper wisely. The nicest paper will have cotton added, and will be in a professional color. Your best bet is something light (white, beige, or gray). Avoid splashy colors and overly feminine shades like pink. Don’t use colored ink…plain black is best. Also, remember that your resume may be photocopied, so avoid any kind of paper with a “grainy” look that may not photocopy well. 22"
Entry Level IT Networking Resume.pdf,23,Text,"Creating an Electronic Resume When would you need an electronic resume?  Sending resumes via e-mail  Completing online job applications  Posting your resume to an online job board How is an electronic resume different from a traditional “paper” resume? More than likely, companies will feed your resume into a database. Recruiters will search the databases using keywords to find the top candidates. Thus, ensure that your resume is RICH with keywords for your field. To determine keywords that might be used, look at a variety of job announcements to see what kinds of “buzz words” are being used. Also, make sure that you list SPECIFIC names of programs & languages that you use. Furthermore, the “appearance” of your electronic resume won’t matter as much since you will not be able to use bolding or large fonts. How do I transform my traditional resume into an electronic version?  In your word processing program, open the traditional resume.  Set the margins so that 6.5” of text is displayed. Enter 1” for the left margin and 1.75” for the right margin. With 6.5” margins, your finished document should fit into most email browsers and online application forms.  There are two ways to convert your traditional resume into an electronic version: a. One - Select all of the text and change the font to Courier, 12 point. Using this font ensures that all of the letters are the same size. Copy the document and paste it into Notepad, Wordpad or some other text editor. Now you are ready to make additional changes. b. The other - Start Microsoft Word. Open your .doc resume file. Save your .doc resume file as a Text Only (*.txt) file. You'll note that your resume hasn't changed. Close the .txt file. To see the changes, open the .txt file. Now you are ready to reformat your resume and save it.  Replace all bullets and characters. For bullets, you can use an asterisk or hyphen. For characters such as $ or %, just write out the words “dollars” and “percent”.  To emphasize your name and section headings, use all CAPS.  Save the document when you have finished editing it in its entirety.  Cut and paste the document into a test email message. You will paste the document directly into the body of the email. Send the email to yourself and someone else to see how it looks to the recipient.  Finally, review what you have written. Does it focus on skills, or duties? Remember, if your resume ends up in a recruiter’s database, you will need plenty of “keywords” in it to ensure your resume is pulled up during their queries! Should I include a cover letter with my emailed resume?  Always include a cover letter when you are sending a resume through the U.S. mail or electronic mail.  In the body of the email, write the cover letter first. After the signature line, put a line reading “RESUME FOLLOWS”. Then, cut and paste your electronic resume after the cover letter Additional sources of information The Riley Guide - Prepare Your Resume for Emailing or Posting on the Internet http://www.rileyguide.com/eresume.html These instructions assume that your resume is in MS Word for Windows, including Windows XP. 23"
Entry Level IT Networking Resume.pdf,24,Text,ACTION VERBS Communication/People Skills Addressed Debated Interviewed Reconciled Advertised Defined Involved Recruited Advocated Developed Joined Referred Arbitrated Directed Judged Reinforced Arranged Discussed Lectured Reported Articulated Drafted Listened Resolved Authored Edited Marketed Responded Clarified Elicited Mediated Solicited Collaborated Encouraged Moderated Specified Communicated Enlisted Negotiated Spoke Composed Explained Observed Suggested Condensed Expressed Outlined Summarized Conferred Formulated Participated Synthesized Consulted Furnished Persuaded Translated Contacted Incorporated Presented Wrote Conveyed Influenced Promoted Convinced Interacted Proposed Corresponded Interpreted Publicized Creative Skills Acted Designed Illustrated Originated Adapted Developed Improvised Performed Applied Directed Initiated Photographed Began Displayed Instituted Planned Combined Drew Integrated Presented Composed Entertained Introduced Revised Conceptualized Established Invented Revitalized Condensed Fashioned Modeled Shaped Created Formulated Modified Solved Customized Founded Navigated Efficiency Skills Accelerated Expanded Outlined Standardized Allocated Expedited Outsourced Streamlined Boosted Heightened Prevented Synthesized Centralized Lessened Prioritized Systematized Downsized Leveraged Reorganized Upgraded Edited Maximized Reduced Eliminated Merged Revised Enhanced Optimized Simplified 24
Entry Level IT Networking Resume.pdf,25,Text,Financial Skills Administered Calculated Forecasted Qualified Adjusted Compared Managed Reconciled Allocated Computed Marketed Recorded Analyzed Conserved Measured Reduced Appraised Corrected Netted Researched Assessed Counted Planned Retrieved Audited Determined Prepared Verified Balanced Developed Programmed Budgeted Estimated Projected Helping Skills Adapted Contributed Familiarized Rehabilitated Advocated Cooperated Furthered Represented Aided Counseled Guided Resolved Answered Demonstrated Helped Simplified Arranged Diagnosed Insured Solved Assessed Educated Intervened Supplied Assisted Encouraged Motivated Supported Clarified Ensured Prevented Trained Coached Expedited Provided Upheld Collaborated Facilitated Referred Volunteered Management / Leadership Skills Achieved Delegated Intervened Presided Administered Developed Increased Prioritized Analyzed Directed Initiated Produced Appointed Eliminated Inspected Recommended Approved Emphasized Instituted Reorganized Assigned Enforced Launched Replaced Attained Enhanced Led Restored Authorized Established Managed Reviewed Chaired Executed Mediated Scheduled Challenged Generated Merged Secured Considered Handled Motivated Selected Consolidated Headed Navigated Streamlined Contracted Hired Organized Strengthened Controlled Hosted Originated Supervised Converted Implemented Overhauled Terminated Coordinated Improved Oversaw United Decided Incorporated Planned 25
Entry Level IT Networking Resume.pdf,26,Text,Clerical / Organizational Skills Approved Distributed Ordered Routed Arranged Executed Organized Scheduled Catalogued Filed Prepared Screened Categorized Generated Processed Submitted Charted Incorporated Provided Supplied Classified Inspected Purchased Standardized Coded Logged Recorded Systematized Collected Maintained Registered Updated Compiled Monitored Reserved Validated Corrected Obtained Responded Verified Corresponded Operated Reviewed Research Skills Analyzed Diagnosed Inspected Researched Clarified Evaluated Interviewed Reviewed Collected Examined Invented Searched Compared Experimented Investigated Solved Conducted Explored Located Summarized Controlled Extracted Measured Surveyed Critiqued Formulated Organized Systematized Detected Gathered Replicated Tested Determined Identified Reported Teaching Skills Adapted Developed Incorporated Simulated Advised Enabled Individualized Stimulated Aided Encouraged Informed Supervised Clarified Evaluated Initiated Supported Coached Explained Instilled Taught Communicated Facilitated Instructed Tested Conducted Focused Lectured Trained Coordinated Fostered Motivated Transmitted Critiqued Guided Persuaded Tutored Defined Helped Prepared Technical Skills Adapted Customized Evaluated Resolved Administered Debugged Implemented Restored Analyzed Designed Installed Set up Applied Devised Integrated Solved Assembled Detected Maintained Standardized Built Determined Modified Supported Compiled Developed Operated Tested Configured Diagnosed Overhauled Transmitted Constructed Documented Programmed Troubleshot Converted Engineered Repaired Upgraded Created Enhanced Replaced Utilized 26
IT Infrastructure Administrator Resume.pdf,1,Table Row,"COMPANY: SASFIN BANK LTD
DIVISION: Information Technology
JOB TITLE: Infrastructure Administrator
MANAGER: Infrastructure Manager
LOCATION: Waverley, Johannesburg"
IT Infrastructure Administrator Resume.pdf,1,Table Row,"MAIN PURPOSE OF THE JOB
The Infrastructure Administrator is responsible for ensuring that the performance and availability of the server and
network infrastructure is maintained to the highest standard with maximum levels of productivity and efficiency. They are
responsible for ongoing administration and support of all Infrastructure systems.
Administrators are responsible for
• advising systematic know how of procedures, operations and work instructions"
IT Infrastructure Administrator Resume.pdf,1,Table Row,"• checking systems and equipment for substandard performance or malfunctioning
• fixing systems and equipment problems
• identifying performance problems and malfunctions
• maintaining hardware and corresponding documentation of fixes, notes and recommendations
• performing hardware checks using appropriate testing and benchmarking tools
• daily infrastructure checks and reports
Infrastructure deals with"
IT Infrastructure Administrator Resume.pdf,1,Table Row,"• Communications and connectivity :- , Network configuration, Network devices and equipment, Network
infrastructure preparation, Network management tools, Network monitoring ( traffic, transmission quality, etc...),
Network security, encryption and PKI, Network support, Phone, satellite, wireless and cables, Switch
technologies and PBX’s, Telecommunications policy and standards, Backup and restore techniques, Logistics
setup and maintenance, Performance monitoring and tools, Service level agreements, Systematic and routine
tasks, Updating live systems
• Enterprise security design :- Firewalls (hardware/software), Information security, Internet security, Securing
different networks and connectivity types, Security for applications, databases and websites, Security for
control and accessibility equipment, Security infrastructure, Security standards and protocols, Security tools,"
IT Infrastructure Administrator Resume.pdf,1,Table Row,"Server security, Security auditing
An Infrastructure Administrator must have the ability to work on:
• Communications and connectivity
• Internet technologies, IP technologies
• Network devices and equipment
• Network management tools
• Networking design and diagrams
• Networking standards and protocols"
IT Infrastructure Administrator Resume.pdf,1,Table Row,"• Routers, switches, hubs, and firewalls
• Wired, wireless, and satellite networks
• Windows Server Operating systems
• Systems Centre Products
• Microsoft Exchange
• Hyper V Hosts
• SAN Storage
• SQL Administration and monitoring"
IT Infrastructure Administrator Resume.pdf,1,Table Row,"KEY AREAS OF RESPONSIBILITY
1. Monitoring
a. Maintain monitoring and management platforms
b. Monitoring network usage; gathering monitoring statistics
c. Managing routine preventative procedures and maintaining and monitoring network security
d. Proactively manage the monitoring and reporting of infrastructure capacity including bandwidth,"
IT Infrastructure Administrator Resume.pdf,1,Table Row,"storage etc.
e. Provide capacity usage information to facilitate capacity planning"
IT Infrastructure Administrator Resume.pdf,1,Table Row, | COMPANY: |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, | DIVISION: |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, | JOB TITLE: |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, | MANAGER: |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, | LOCATION: |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, |  |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, | MAIN PURPOSE OF THE JOB |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, |  |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, |  | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, | KEY AREAS OF RESPONSIBILITY | 
IT Infrastructure Administrator Resume.pdf,1,Table Row, |  | 
IT Infrastructure Administrator Resume.pdf,2,Table Row, | DESCRIPTION OF TASKS | 
IT Infrastructure Administrator Resume.pdf,2,Table Row, |  | 
IT Infrastructure Administrator Resume.pdf,2,Table Row, | SKILLS AND QUALIFICATIONS REQUIRED | 
IT Infrastructure Administrator Resume.pdf,2,Table Row, |  | 
IT Infrastructure Administrator Resume.pdf,3,Table Row, | PERSONAL ATTRIBUTES | 
IT Infrastructure Administrator Resume.pdf,3,Table Row, |  | 
IT Networking Manager Resume.pdf,1,Table Row,Matthew Winston
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,IT Support History
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,Synopsis:
IT Networking Manager Resume.pdf,1,Table Row,With 15+ years of experience in the
IT Networking Manager Resume.pdf,1,Table Row,"IT/Telecom industry, I have acquired a"
IT Networking Manager Resume.pdf,1,Table Row,tremendous amount of hands on and
IT Networking Manager Resume.pdf,1,Table Row,technical project management
IT Networking Manager Resume.pdf,1,Table Row,knowledge. My current objective is to
IT Networking Manager Resume.pdf,1,Table Row,apply my technical knowledge and
IT Networking Manager Resume.pdf,1,Table Row,project management skills to help lead
IT Networking Manager Resume.pdf,1,Table Row,a competitive growing company to a
IT Networking Manager Resume.pdf,1,Table Row,new level of success and guide them
IT Networking Manager Resume.pdf,1,Table Row,towards a new age of advanced
IT Networking Manager Resume.pdf,1,Table Row,technology.
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,Technical Skills:
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,Systems:
IT Networking Manager Resume.pdf,1,Table Row,"Windows 2000, 2003 Server and"
IT Networking Manager Resume.pdf,1,Table Row,"Professional, Win XP (Pro and Home),"
IT Networking Manager Resume.pdf,1,Table Row,"Win 3.11/95/98, Dos 6.22, Citrix ICA"
IT Networking Manager Resume.pdf,1,Table Row,MS Exchange 2000
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,Hardware:
IT Networking Manager Resume.pdf,1,Table Row,"HP, IBM, Dell, & Intel based Server"
IT Networking Manager Resume.pdf,1,Table Row,and Desktop platforms
IT Networking Manager Resume.pdf,1,Table Row,Cisco 2500 Switches
IT Networking Manager Resume.pdf,1,Table Row,Sonic Wall Hardware VPN’s
IT Networking Manager Resume.pdf,1,Table Row,HP Laser jets
IT Networking Manager Resume.pdf,1,Table Row,Toshiba E-310 Color Copier
IT Networking Manager Resume.pdf,1,Table Row,Toshiba and Sony Laptops
IT Networking Manager Resume.pdf,1,Table Row,Inter-tel Axxess VOIP phone system
IT Networking Manager Resume.pdf,1,Table Row,administrator
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,Software:
IT Networking Manager Resume.pdf,1,Table Row,"Microsoft: Windows 2000 and 2003,"
IT Networking Manager Resume.pdf,1,Table Row,"Server. Office (97,2000,XP, 2003)"
IT Networking Manager Resume.pdf,1,Table Row,"Visio, Publisher, Front Page, Power"
IT Networking Manager Resume.pdf,1,Table Row,Point
IT Networking Manager Resume.pdf,1,Table Row,Citrix Metaframe XP
IT Networking Manager Resume.pdf,1,Table Row,"Symantec: PC Anywhere, Ghost,"
IT Networking Manager Resume.pdf,1,Table Row,"Antivirus, Utilities, Win fax"
IT Networking Manager Resume.pdf,1,Table Row,McAfee Virus Scan
IT Networking Manager Resume.pdf,1,Table Row,"Adobe: Acrobat, Illustrator, Photoshop,"
IT Networking Manager Resume.pdf,1,Table Row,Partition Magic
IT Networking Manager Resume.pdf,1,Table Row,"Adware, Spyware, Malware, Virus-"
IT Networking Manager Resume.pdf,1,Table Row,Removal.
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,Networking:
IT Networking Manager Resume.pdf,1,Table Row,"TCP/IP, Wireless 802.11 a/b/g, DNS,"
IT Networking Manager Resume.pdf,1,Table Row,"WINS, DHCP."
IT Networking Manager Resume.pdf,1,Table Row,
IT Networking Manager Resume.pdf,1,Table Row,"B
Certifications:"
IT Networking Manager Resume.pdf,1,Table Row,3 Com 3 star Sales Certification
IT Networking Manager Resume.pdf,1,Table Row,APC Symmetra Certified Systems
IT Networking Manager Resume.pdf,1,Table Row,Engineer
IT Networking Manager Resume.pdf,1,Table Row,Nortel Networks Certified Account
IT Networking Manager Resume.pdf,1,Table Row,Specialist- Enterprise solutions
IT Networking Manager Resume.pdf,1,Table Row,3 Com Certified Solutions Associate
IT Networking Manager Resume.pdf,1,Table Row,Cisco Certified Sales Expert – Small to
IT Networking Manager Resume.pdf,1,Table Row,Medium Business Solutions
IT Networking Manager Resume.pdf,2,Text,"M W ATTHEW INSTON 851 Kansas Ave • Stuart, FL 34997 Res: 772-288-9428 • Cell: 722-288-0024 • wins@aol.com INFORMATION TECHNOLOGY PROFESSIONAL Project management professional with history of achieving cost savings and enhancing system functionality. Track record of tackling and solving tough business and technical problems. Strong leader with demonstrated ability to work effectively with individuals at all levels and in all functional areas. Experience managing full project lifecycle from requirements gathering to final implementation and customer training. r Highlights of Expertise: • Project Management • Resource Management • Key Account Management • Vendor Evaluation • Innovative IT Initiatives • Client Relations • Strategy & Execution • Treoubleshooting/Resolution • End-user Support Technical Proficiencies: Platforms: Windows 2000, 2003 Server and Professional, Windows XP (Pro and Home), Win 3.11/95/98, Dos 6.22, Citrix ICA, MS Exchange 2000 Hardware: HP, IBM, Dell, and Intel Based Server and Desktop Platforms, Cisco 2500 Switches, Sotnic Wall Hardware VPNs, HP Laser Jets, Toshiba E-310 Color Copier, Toshiba and Sony Laptops, Inter-tel Axxess VOIP Phone System Administrator Software: MS Officfe, Visio, Citrix Metaframe XP, Symantec: PC Anywhere, Ghost, Antivirus, Utilities, Win fax; McAfee Virus Scan, Adobe: Acrobat, Illustrator, Photoshop, Partition Magic, Adware, Spyware, Malware, Virus-Removal Networking: A TCP/IP, Wireless 802.11 a/b/g, DNS, WINS, DHCP RELEVANT EXPERIENCE HILTON INN SOUTH / HILTON MANAGEMENT GROUP, Orlando, FL (2001–2005) IT Manager, Planning & Integration Support • As Lead Engineer, project managed the installation and configuration of secure LAN’s, WAN’s and Intranets for 75+ retail locations on-time and within budget. • Provided Tier 2 and 3 end-user support for 90+ corporate users. ECS TECHNOLOGIES, Stuart, FL (1999 – 2001) Sales Manager • Worked closely with general manager to create new marketing plans. Trained account managers in sales techniques and monitored results. • Personally developed and maintained key accounts with Fortune 1000 companies. • Oversaw project development capabilities involving clients, contractors and consultants in assigned region. • Managed multifaceted engineering issues for designated accounts; effectively worked onsite with customers on qualification, configuration and repair. • Provided detailed documentation to corporate resulting in reduction resolution time. …continued… Resume Contributed for Sample Purposes Only Written by ©AResumeWizard.com"
IT Networking Manager Resume.pdf,3,Text,"MATTHEW WINSTON • Page 2 BEST BUY, INC., Minneapolis, MN (1996–1998) Account Executive • Supported inside sales and account management activities. Prospected and secured new clients by telephone and in person. • Provided detailed funnel reports to general manager regarding prospective clients and sales projections. • Established and maintained professional relationships with customers to better anticipate and satisfy their needs. r CIRCUIT CITY, Minneapolis, MN (1990–1996) Retail Sales Manager e • Directed retail sales workforce ensuring they were properly trained and knowledgeable of current product offerings. • Monitored sales figures and assisted team members with sales techniques and complex transactions. • Resolved customer concerns in a positive and helpful manner. t ADDITIONAL EXPERIENCE f MORTGAGE AUTHORITY INC. / DOCKSIDE REALTY GROUP INC., Minneapolis, MN (2005–2008) Branch Manager / Realtor A • Originated 3 to 5 residential mortgage loans per month producing over $18 million per year in real estate secured loans. • Specialize in residential resale and new homes sales. Recognized as “Listing Agent of the Month” in July 2007. TECHNOLOGY CERTIFICATIONS Nortel Networks Certified Account Specialist - Enterprise Solutions ▪ Cisco Certified Sales Expert – Small to Medium Business Solutions ▪ 3 Com: Certified Solutions Associate, Three Star Sales Certification ▪ APC Symmetra Certified Systems Engineer EDUCATION AND ASSOCIATIONS Community Finance Group, Minneapolis, MN − Financing & Mortgage Origination ICG Professional School, Minneapolis, MN − Real Estate Sales Professional Minnesota Real Estate Commission (MREC) − Minnesota Real Estate License Member, National Association of Realtors (NAR) Member, Minnesota Association of Realtors (MAR) Resume Contributed for Sample Purposes Only Written by ©AResumeWizard.com"
Jordan-Reyes-IT-Support-Specialist-Resume (TechieCV.com).pdf,1,Text,"Jordan Reyes IT Support Specialist Phoenix, AZ • jordan.reyes@gmail.com • +1 602-555-0188 PROFILE SUMMARY IT Support Specialist with 6 years of experience supporting enterprise end-user computing environments across e- commerce, web hosting, and corporate IT, specializing in endpoint deployment, identity lifecycle, and white-glove user support. Solid technical background across ticketing (ServiceNow, Jira Service Management), endpoint management (Microsoft Intune, Windows Autopilot), identity (Active Directory, Entra ID), productivity suites (Microsoft 365), remote support (BeyondTrust (Bomgar)), and scripting (PowerShell, Bash) with strong fundamentals in ITIL service-management practice, ticket triage discipline, and audit-ready documentation. Deep practice in first-touch resolution, least-privilege account hygiene, zero-touch endpoint deployment, and white-glove executive support, leveraging methodologies such as ITIL incident and request workflows and knowledge-centered service to drive responsive, well-documented, and end-user-loved IT support. Engaged collaborator working cross-functionally with Sysadmin, Security, HR, and Facilities teams in ITIL-aligned service- desk operations, contributing to onboarding waves, hardware refresh cycles, and post-incident retrospectives with a user- first, ownership-first mindset. Emerging leader who shares technical excellence and fosters a culture of customer-obsessed service and runbook discipline through KB authoring and shadow-and-handoff coaching, while leading tier-1 mentorship sessions and authoring widely adopted onboarding and offboarding playbooks. TECHNICAL SKILLS Ticketing & ITSM: ServiceNow, Jira Service Management, Zendesk, Freshservice, Spiceworks Endpoint & MDM: Microsoft Intune, Windows Autopilot, Jamf Pro, SCCM, MDT, BitLocker, FileVault Identity & Access: Active Directory, Entra ID, Okta SSO, Google Workspace, ADUC, MFA, Conditional Access Productivity & Mail: Microsoft 365 (Outlook, Teams, SharePoint, OneDrive), Exchange Online, Zoom, Slack Remote & Endpoint Tools: BeyondTrust (Bomgar), TeamViewer, Splashtop, Quick Assist, RDP, AnyDesk Networking & Connectivity: Cisco AnyConnect VPN, Meraki Wi-Fi, DNS, DHCP, TCP/IP, basic switch port checks, printer queues Security & Compliance: CrowdStrike Falcon, MFA enforcement, phishing-report workflows, BitLocker recovery, HIPAA basics Scripting & OS: PowerShell, Bash, Python (basic), Windows 10/11, macOS, ChromeOS, iOS/Android MDM EDUCATION Arizona State University B.S. in Information Technology Tempe, AZ • Sep 2016 - May 2020 WORK EXPERIENCE Carvana Senior IT Support Specialist Tempe, AZ • Sep 2022 - Present Owned end-user support across the corporate IT service desk in an online-retail environment serving 3,200+ employees, leading day-to-day operation across ticket triage, endpoint deployment, and identity and access support across 9 office and inspection-center sites with ServiceNow as the system of record. Ran endpoint imaging and deployment for 3,400+ Windows and macOS endpoints using Microsoft Intune and Windows Autopilot, applying zero-touch enrollment, compliance baselines, and BitLocker key recovery workflows, cutting provisioning time from 4 hours to 35 minutes per device."
Jordan-Reyes-IT-Support-Specialist-Resume (TechieCV.com).pdf,2,Text,"Managed account lifecycle and access provisioning for 3,200+ user accounts across Active Directory, Entra ID, and Okta SSO, driving joiner/mover/leaver flows from HR feeds, group-based application access, and MFA enforcement with self- service password resets, reducing access-related tickets by 44%. Diagnosed and resolved daily connectivity issues across Meraki Wi-Fi, Cisco AnyConnect VPN, DNS/DHCP resolution, conference-room AV, and VoIP phone provisioning for 3,200+ daily users, lifting first-touch resolution from 58% to 82%. Led hardware refresh and peripheral support for 1,150 laptops and monitors, running vendor RMAs through Dell ProSupport, asset tagging in Snipe-IT, plus conference-room and printer-fleet maintenance, delivering 99.4% inventory accuracy at quarterly audit. Built the team's service-desk knowledge base in ServiceNow, authoring and maintaining 220+ KB articles plus onboarding playbooks for new hires and self-service walkthroughs in SharePoint, lifting helpdesk survey scores to 4.8 / 5 CSAT across the past 4 quarters. Owned the IT side of onboarding and offboarding for 380+ new hires and 190 offboardings, coordinating day-1 laptop imaging, HR-synced account provisioning, and badge / MFA / shared-drive setup, achieving 100% access revocation within 1 hour of termination. GoDaddy IT Support Specialist Tempe, AZ • Aug 2019 - Aug 2022 Worked the tier-1 and tier-2 service-desk queue at a steady 65 to 90 tickets per week, applying ITIL triage, warm hand-offs to networking and security, and end-of-shift queue grooming, lifting mean time to resolve from 2.7 hours to 48 minutes over the first 12 months. Owned end-user software and patch deployment through Intune app rings, monthly Patch Tuesday rollouts, and break/fix follow-ups within the maintenance window, holding endpoint patch compliance at 96% within 14 days across the user fleet. Ran end-user security workflows including phishing-report intake, MFA enrollment for 1,800 staff, and lost-device wipe procedures, contributing to a 38% drop in repeat-clicker reports across 4 quarters. Worked closely with Sysadmin, Security, HR, and Facilities teams to coordinate quarterly hardware refreshes, executive onboarding, and office-move IT logistics, authoring 14 helpdesk runbooks that shaped the team's standard playbook and mentoring 4 tier-1 technicians through their first ticket queues."
